,Actors,Awards,BoxOffice,Country,DVD,Director,Error,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes
185,"Martha Higareda, Alfonso Dosal, Christian Vazquez, German Valdez",1 nomination.,"$1,239,307",Mexico,N/A,Carlos Bolado,,"Comedy, Family",Spanish,N/A,A group of friends embark on a fun adventure determined to find a college roommate who disappeared without a trace on graduation day.,https://images-na.ssl-images-amazon.com/images/M/MV5BZjY0ZjdkYjYtZGJiZS00NmFhLTk5MDktODJmNmNmNWM4ZDgxXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,Pantelion Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}]",02 Jun 2017,True,106 min,3 Idiotas,movie,http://3idiotas.com/,"Antonio Abascal (screenplay by), Carlos Bolado (screenplay by), Martha Higareda (screenplay by), Cory Brusseau (screenplay by), Vidhu Vinod Chopra (based on the movie ""3 Idiots"" written by), Rajkumar Hirani (based on the movie ""3 Idiots"" written by), Abhijat Joshi (based on the movie ""3 Idiots"" written by)",2017,tt3685624,4.1,598
186,"Jim Broadbent, Charlotte Rampling, Harriet Walter, Michelle Dockery",1 win.,"$1,235,432",UK,06 Jun 2017,Ritesh Batra,,"Drama, Mystery",English,61,A man becomes haunted by his past and is presented with a mysterious legacy that causes him to re-think his current situation in life.,https://ia.media-imdb.com/images/M/MV5BYzI5ZDM2NjYtNmVhMS00Y2Q4LTg5ZWUtZjUwOGNkZDJhNGY2L2ltYWdlXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,CBS Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",10 Mar 2017,True,108 min,The Sense of an Ending,movie,N/A,"Julian Barnes (novel), Nick Payne (adaptation), Nick Payne (screenplay)",2017,tt4827986,6.3,"3,464"
187,"Steve Coogan, Rob Brydon, Marta Barrio, Claire Keelan",N/A,"$1,120,322",UK,12 Dec 2017,Michael Winterbottom,,"Comedy, Drama","English, Spanish",66,"Actors Steve Coogan and Rob Brydon embark on a six-part episodic road trip through Europe. This time they're in Spain, sampling the restaurants, eateries, and sights along the way.",https://ia.media-imdb.com/images/M/MV5BZWY4ODYzMzYtN2I3Ny00NDkzLWFmNGQtZWVmZWNkYzU5ZjBkXkEyXkFqcGdeQXVyMzExMTY0MjU@._V1_SX300.jpg,IFC Films,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",11 Aug 2017,True,108 min,The Trip to Spain,movie,http://www.ifcfilms.com/films/the-trip-to-spain,N/A,2017,tt6193424,6.6,"2,896"
188,"Hugh Bonneville, Gillian Anderson, Manish Dayal, Huma Qureshi",1 win.,"$1,014,067","UK, India, Sweden",12 Dec 2017,Gurinder Chadha,,"Biography, Drama, History","Panjabi, Hindi, English",53,"The final Viceroy of India, Lord Mountbatten, is tasked with overseeing the transition of British India to independence, but meets with conflict as different sides clash in the face of monumental change.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5ODU2NzExMF5BMl5BanBnXkFtZTgwOTI2ODkwMTI@._V1_SX300.jpg,Anguille Productions,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",01 Sep 2017,True,106 min,Viceroy's House,movie,N/A,"Paul Mayeda Berges (script), Paul Mayeda Berges, Moira Buffini (script), Moira Buffini, Gurinder Chadha",2017,tt4977530,6.6,"3,756"
189,"Millicent Simmonds, Julianne Moore, Cory Michael Smith, James Urbaniak",1 win & 27 nominations.,"$976,561",USA,22 May 2018,Todd Haynes,,"Drama, Family, Mystery","Spanish, English",71,The story of a young boy in the Midwest is told simultaneously with a tale about a young girl in New York from fifty years ago as they both seek the same mysterious connection.,https://ia.media-imdb.com/images/M/MV5BMjM3NjY0MTYwM15BMl5BanBnXkFtZTgwMDI5NzA2MzI@._V1_SX300.jpg,Amazon Studios and Roadside Attractions,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",20 Oct 2017,True,116 min,Wonderstruck,movie,http://www.wonderstruckmovie.com/,"Brian Selznick (screenplay by), Brian Selznick (based on the book by)",2017,tt5208216,6.3,"4,308"
190,"Jamie Bell, Stephen Graham, Annette Bening, Vanessa Redgrave",Nominated for 3 BAFTA Film Awards. Another 2 wins & 12 nominations.,N/A,UK,24 Apr 2018,Paul McGuigan,,"Biography, Drama, Romance",English,65,A romance sparks between a young actor and a Hollywood leading lady.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTE0MDQxODg2NTJeQTJeQWpwZ15BbWU4MDIwODkyMjQz._V1_SX300.jpg,Sony Pictures Classics,R,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",16 Nov 2017,True,105 min,Film Stars Don't Die in Liverpool,movie,http://sonyclassics.com/filmstarsdontdieinliverpool/,"Matt Greenhalgh (screenplay), Peter Turner (based on the memoir by)",2017,tt5711148,6.9,"1,446"
191,"John Cho, Haley Lu Richardson, Parker Posey, Michelle Forbes",7 wins & 27 nominations.,"$892,778",USA,N/A,Kogonada,,Drama,"English, Korean",89,"A Korean-born man finds himself stuck in Columbus, Indiana, where his architect father is in a coma. The man meets a young woman who wants to stay in Columbus with her mother, a recovering addict, instead of pursuing her own dreams.",https://ia.media-imdb.com/images/M/MV5BMjExMzUxNDgwMl5BMl5BanBnXkFtZTgwOTk2MzM3MjI@._V1_SX300.jpg,Superlative Films / Depth of Field Productions,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",04 Aug 2017,True,100 min,Columbus,movie,N/A,Kogonada,2017,tt5990474,7.3,"5,955"
192,"Malcolm McDowell, Snoop Dogg, DeRay Davis, Lil Duval",N/A,N/A,USA,N/A,DJ Pooh,,Comedy,English,N/A,Two guys start a risky new business to pay off a debt.,https://ia.media-imdb.com/images/M/MV5BNmI5NDM0MTYtNDlhNi00YTE4LWExMjQtZjk3ZGRhOTE0YTUzXkEyXkFqcGdeQXVyMjI5MDIxOTY@._V1_SX300.jpg,Rocky Mountain Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}]",20 Apr 2017,True,96 min,Grow House,movie,http://www.growhousemovie.com/,DJ Pooh,2017,tt4274656,4.4,211
193,"Ajay Devgn, Arshad Warsi, Tusshar Kapoor, Shreyas Talpade",2 wins & 2 nominations.,N/A,India,N/A,Rohit Shetty,,"Action, Comedy, Fantasy",Hindi,N/A,The gang encounters with some spiritual bodies and finds out the truth about the Jamnadas Orphanage where they were brought up.,https://ia.media-imdb.com/images/M/MV5BYTJmNzczODUtYTFlZi00N2VkLWExYjItZTQyYWQ4NWRiYzk2XkEyXkFqcGdeQXVyNjQ3ODkxMjE@._V1_SX300.jpg,Mangal Murti Films Pvt. Ltd.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]",20 Oct 2017,True,140 min,Golmaal Again,movie,N/A,"Rohit Shetty (story), Yunus Sajawal (screenplay), Farhad Samji (dialogue), Sajid (dialogue)",2017,tt1806913,5.0,"6,093"
194,"Adel Karam, Kamel El Basha, Camille Salameh, Diamand Bou Abboud",Nominated for 1 Oscar. Another 7 wins & 12 nominations.,N/A,"Lebanon, Belgium, Cyprus, France, USA",N/A,Ziad Doueiri,,"Drama, Thriller",Arabic,72,"After an emotional exchange between a Lebanese Christian and a Palestinian refugee escalates, the men end up in a court case that gets national attention.",https://ia.media-imdb.com/images/M/MV5BMmExNjVhZDgtZjVjNS00ODNiLTg1ZTktMjE5ZGI5YjZkOWRjXkEyXkFqcGdeQXVyMjUzMTYzMDI@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Metacritic', 'Value': '72/100'}]",14 Sep 2017,True,112 min,The Insult,movie,N/A,"Ziad Doueiri, Joelle Touma",2017,tt7048622,7.9,"2,782"
195,"Frank Grillo, Bojana Novakovic, Jonny Weston, Callan Mulvey",N/A,N/A,"UK, China, Canada, Indonesia, Singapore, USA",16 Jan 2018,Liam O'Donnell,,"Action, Adventure, Horror","English, Indonesian",46,A tough-as-nails detective embarks on a relentless pursuit to free his son from a nightmarish alien warship.,https://ia.media-imdb.com/images/M/MV5BNDBlMzY1MmMtMWUwMS00ODk5LWJiZDUtN2ZmZjJjYTRhMmNhXkEyXkFqcGdeQXVyMjU3NTI0Mg@@._V1_SX300.jpg,Vertical Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",15 Dec 2017,True,106 min,Beyond Skyline,movie,http://www.facebook.com/beyondskylinefilm/,Liam O'Donnell,2017,tt1724970,5.4,"10,038"
196,"Bryan Cranston, Laurence Fishburne, Steve Carell, J. Quinton Johnson",2 wins & 7 nominations.,"$411,864",USA,30 Jan 2018,Richard Linklater,,"Comedy, Drama, War",English,65,"Thirty years after they served together in Vietnam, a former Navy Corpsman Larry ""Doc"" Shepherd re-unites with his old buddies, former Marines Sal Nealon and Reverend Richard Mueller, to bury his son, a young Marine killed in the Iraq War.",https://ia.media-imdb.com/images/M/MV5BMjI3MDAxNTg1OF5BMl5BanBnXkFtZTgwMzMzMDM1MzI@._V1_SX300.jpg,Amazon Studios,R,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",03 Nov 2017,True,125 min,Last Flag Flying,movie,http://www.lastflagflying.com/,"Richard Linklater (screenplay), Darryl Ponicsan (screenplay), Darryl Ponicsan (novel)",2017,tt6018306,6.9,"10,370"
197,"Harry Dean Stanton, David Lynch, Ron Livingston, Ed Begley Jr.",10 wins & 14 nominations.,N/A,USA,N/A,John Carroll Lynch,,"Comedy, Drama","English, Spanish",79,The spiritual journey of a ninety-year-old atheist.,https://images-na.ssl-images-amazon.com/images/M/MV5BNzkyMDY0NDItYzY0NC00YjQ1LTkzOTYtMjE1NWEwM2NmZGU1XkEyXkFqcGdeQXVyNTEzNDk3NDc@._V1_SX300.jpg,Lucky Movies,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Metacritic', 'Value': '79/100'}]",29 Sep 2017,True,10 min,Lucky,movie,https://www.luckythemovie.net/,"Logan Sparks (screenplay), Drago Sumonja (screenplay)",2017,tt5859238,7.4,"5,869"
198,"Jenny Slate, Jay Duplass, Abby Quinn, John Turturro",1 nomination.,N/A,USA,04 Apr 2017,Gillian Robespierre,,"Comedy, Drama",English,66,"In 1995, a teenager living with her sister and parents in Manhattan discovers that her father is having an affair.",https://ia.media-imdb.com/images/M/MV5BMjQzODc2MzQ4MV5BMl5BanBnXkFtZTgwNTU4MjU1MjI@._V1_SX300.jpg,Magnolia Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Metacritic', 'Value': '66/100'}]",21 Jul 2017,True,97 min,Landline,movie,N/A,"Elisabeth Holm (story by), Gillian Robespierre (story by), Tom Bean (story by), Elisabeth Holm (screenplay by), Gillian Robespierre (screenplay by)",2017,tt5737862,6.4,"2,500"
199,"Travis Fimmel, Chloë Sevigny, Steve Buscemi, Steve Zahn",7 wins & 3 nominations.,N/A,UK,N/A,Andrew Haigh,,"Adventure, Drama",English,78,"A teenager gets a summer job working for a horse trainer and befriends the fading racehorse, Lean on Pete.",https://images-na.ssl-images-amazon.com/images/M/MV5BNWRiYzYxNTEtYmU5My00M2Q5LTk5Y2ItZjhkMTZmNjVhYmFhXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_SX300.jpg,A24,R,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",30 Mar 2018,True,121 min,Lean on Pete,movie,https://a24films.com/films/lean-on-pete,"Andrew Haigh, Willy Vlautin (novel)",2017,tt5340300,7.1,533
200,"Salman Khan, Sohail Khan, Om Puri, Mohammed Zeeshan Ayyub",1 win & 2 nominations.,"$930,058",India,N/A,Kabir Khan,,"Drama, War",Hindi,N/A,"A story of two brothers set during the Sino-Indian war, 1962: the younger one who's at war at the borders and the elder who's at war with his own world.",https://ia.media-imdb.com/images/M/MV5BMjExNjc1NDE3M15BMl5BanBnXkFtZTgwNDA2NzM0MjI@._V1_SX300.jpg,Salman Khan Films,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}]",23 Jun 2017,True,136 min,Tubelight,movie,N/A,"Kabir Khan (screenplay), Parveez Sheikh (screenplay), Manurishi Chadha (dialogue)",2017,tt5882970,4.2,"10,483"
201,"Kris Wu, Kenny Lin, Chen Yao, Yun Lin",N/A,"$870,451",China,06 Jun 2017,Hark Tsui,,"Adventure, Comedy, Fantasy",Mandarin,59,A monk and his three disciples continue on their journey to battle demons.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3MDM4OTk5OV5BMl5BanBnXkFtZTgwODg0MjMzMTI@._V1_SX300.jpg,Star Overseas,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",03 Feb 2017,True,109 min,Journey to the West: The Demons Strike Back,movie,N/A,"Stephen Chow, Si-Cheun Lee (screenwriter)",2017,tt5273624,5.4,"1,832"
202,"Geng Han, Ryan Zheng, Wenwen Yu, Mengxue Zeng",N/A,N/A,China,N/A,Yu-sheng Tian,,"Comedy, Romance",Mandarin,N/A,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BNzUxOTEwNzAtMTI4OC00OTkyLWEyYzMtZThmYWI5YjJiZTFhXkEyXkFqcGdeQXVyMjAyNTEwOQ@@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",29 Dec 2017,True,120 min,The Ex-File 3: Return of the Exes,movie,N/A,"Jia Chang, Da-Kuan, Jingqi Ma, Yu-sheng Tian",2017,tt7830888,5.7,100
203,"Danielle Macdonald, Bridget Everett, Siddharth Dhananjay, Mamoudou Athie",7 wins & 11 nominations.,"$794,817",USA,N/A,Geremy Jasper,,"Drama, Music",English,67,"PATTI CAKE$ is centered on aspiring rapper Patricia Dombrowski, a.k.a. Killa P, a.k.a. Patti Cake$, who is fighting an unlikely quest for glory in her downtrodden hometown in New Jersey.",https://ia.media-imdb.com/images/M/MV5BOTZiNGIxNzgtMGUyMy00Y2IwLWI0Y2QtN2FhNWNhNjcyODM5XkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_SX300.jpg,Fox Searchlight Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",18 Aug 2017,True,109 min,Patti Cake$,movie,http://www.foxsearchlight.com/patticakes/,Geremy Jasper,2017,tt6288250,6.6,"5,864"
204,"Liam Neeson, Diane Lane, Marton Csokas, Tony Goldwyn",1 nomination.,N/A,USA,N/A,Peter Landesman,,"Biography, Drama, History",English,49,"The story of Mark Felt, who under the name ""Deep Throat"" helped journalists Bob Woodward and Carl Bernstein uncover the Watergate scandal in 1972.",https://ia.media-imdb.com/images/M/MV5BMjQzMDEwMjMyNF5BMl5BanBnXkFtZTgwNjA1NTA1MzI@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Metacritic', 'Value': '49/100'}]",29 Sep 2017,True,103 min,Mark Felt: The Man Who Brought Down the White House,movie,N/A,"Peter Landesman, Mark Felt (based on the books by), John D. O'Connor (based on the books by)",2017,tt5175450,6.4,"4,680"
205,"Anil Kapoor, Arjun Kapoor, Ileana D'Cruz, Athiya Shetty",1 win.,"$757,057",India,N/A,Anees Bazmee,,"Comedy, Romance",Hindi,N/A,Join Karan and Charan in a very crazy yet chaotic marriage of the year.,https://images-na.ssl-images-amazon.com/images/M/MV5BNjVhYjA4NjItZTMxZi00N2MwLTk1MzgtZTViMzQzMjg3ZDk4XkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg,Cine1 Studios,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}]",28 Jul 2017,True,156 min,Mubarakan,movie,N/A,"Rupinder Chahal (story), Rajesh Chawla (dialogue), Balwinder Singh Janjua (screenplay), Balwinder Singh Janjua (story)",2017,tt6272828,5.6,"2,357"
206,"Timothy Spall, Kristin Scott Thomas, Patricia Clarkson, Bruno Ganz",3 wins & 4 nominations.,N/A,UK,N/A,Sally Potter,,"Comedy, Drama",English,73,"Janet hosts a party to celebrate her new promotion, but once the guests arrive it becomes clear that not everything is going to go down as smoothly as the red wine.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMTU5MzY4NF5BMl5BanBnXkFtZTgwNTY2NTkxNDM@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Metacritic', 'Value': '73/100'}]",16 Feb 2018,True,71 min,The Party,movie,N/A,"Sally Potter, Walter Donohue (story editor)",2017,tt5814592,6.7,"7,714"
207,"Ayushmann Khurrana, Bhumi Pednekar, Seema Bhargava, Anshul Chauhan",1 win & 7 nominations.,N/A,India,N/A,R.S. Prasanna,,"Comedy, Romance",Hindi,N/A,"In this remake of Kalyana Samayal Saadham (2013), a couple fall in love but then the groom discovers that he suffers from erectile dysfunction.",https://images-na.ssl-images-amazon.com/images/M/MV5BZGRhMDUxMjktYzdiZi00NTczLWIxMzQtMjEyZTU5MTYwNTg2XkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",01 Sep 2017,True,119 min,Shubh Mangal Saavdhan,movie,N/A,"R.S. Prasanna (story), Hitesh Kewalya (screenplay and dialogue), Hitesh Kewalya (dialogue)",2017,tt6971752,7.0,"3,568"
208,"Rachel McAdams, Rachel Weisz, Alessandro Nivola, Anton Lesser",1 nomination.,N/A,"Ireland, UK, USA",N/A,Sebastián Lelio,,"Drama, Romance",English,81,"A woman returns to the community that shunned her for her attraction to a childhood friend. Once back, their passions reignite as they explore the boundaries of faith and sexuality.",https://ia.media-imdb.com/images/M/MV5BMzYxNDI5OTcwMV5BMl5BanBnXkFtZTgwODc4MzE3NDM@._V1_SX300.jpg,Bleecker Street,R,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",27 Apr 2018,True,114 min,Disobedience,movie,http://www.Disobedience.Movie,"Naomi Alderman (novel), Sebastián Lelio (adaptation), Rebecca Lenkiewicz (adaptation)",2017,tt6108178,6.4,461
209,"Woody Harrelson, Sandy Oian-Thomas, Shaun Brown, James Robert Miller",1 nomination.,"$652,997",USA,20 Jun 2017,Craig Johnson,,"Comedy, Drama",English,49,"A lonely, neurotic and hilariously honest middle-aged man reunites with his estranged wife and meets his teenage daughter for the first time.",https://ia.media-imdb.com/images/M/MV5BOTc2Njc3MzI4Ml5BMl5BanBnXkFtZTgwMTYzMTgxMTI@._V1_SX300.jpg,Fox Searchlight,R,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",24 Mar 2017,True,94 min,Wilson,movie,N/A,"Daniel Clowes (graphic novel), Daniel Clowes (screenplay)",2017,tt1781058,5.8,"6,986"
210,"Péter Rudolf, Bence Tasnádi, Tamás Szabó Kimmel, Dóra Sztarenki",1 win & 4 nominations.,"$258,392",Hungary,N/A,Ferenc Török,,Drama,"Hungarian, Russian",80,"12 August 1945, 11 AM. Two mysterious strangers dressed in black appear at the railway station of a Hungarian village. Within a few hours, everything changes.",https://images-na.ssl-images-amazon.com/images/M/MV5BOWZmMWViYjctNTIzNi00YTZhLWE0NGItMmZlMWNjMDBhM2Q0XkEyXkFqcGdeQXVyMjIzMDAwOTc@._V1_SX300.jpg,Katapult Film,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",01 Nov 2017,True,91 min,1945,movie,http://katapultfilm.hu/film.php?id_film=14,"Gábor T. Szántó, Ferenc Török, Krisztina Esztergályos (dramaturge)",2017,tt5815492,7.6,568
211,"Callum Turner, Jeff Bridges, Kate Beckinsale, Pierce Brosnan",N/A,"$622,999",USA,N/A,Marc Webb,,Drama,English,33,"Adrift in New York City, a recent college graduate's life is upended by his father's mistress.",https://ia.media-imdb.com/images/M/MV5BODEzODA5NjU2NF5BMl5BanBnXkFtZTgwODkwNzA5MjI@._V1_SX300.jpg,Amazon Studios/Roadside Attractions,R,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",11 Aug 2017,True,89 min,The Only Living Boy in New York,movie,N/A,Allan Loeb,2017,tt0460890,6.3,"4,916"
212,"Catherine Deneuve, Catherine Frot, Olivier Gourmet, Quentin Dolmaire",1 nomination.,N/A,France,N/A,Martin Provost,,Drama,French,66,A midwife gets unexpected news from her father's old mistress.,https://images-na.ssl-images-amazon.com/images/M/MV5BM2IwMDM4NDUtZjJlMS00YjQxLWIzNGEtMzE2OTMyMWU5ZmY0XkEyXkFqcGdeQXVyNDU0NjMyNTQ@._V1_SX300.jpg,N/A,UNRATED,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Metacritic', 'Value': '66/100'}]",21 Jul 2017,True,117 min,The Midwife,movie,N/A,"Martin Provost (dialogue), Martin Provost (screenplay)",2017,tt5348236,6.9,"1,097"
213,"Lior Ashkenazi, Sarah Adler, Yonaton Shiray, Shira Haas",16 wins & 13 nominations.,"$36,786","Israel, Switzerland, Germany, France",N/A,Samuel Maoz,,Drama,Hebrew,92,A troubled family face the facts when something goes terribly wrong at their son's desolate military post.,https://images-na.ssl-images-amazon.com/images/M/MV5BYjkxY2ZkM2UtYmRmOS00MWYzLTg4NjktY2MzZjU0MjU0YTc1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Sony Pictures Classics,R,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '92/100'}]",21 Sep 2017,True,108 min,Foxtrot,movie,https://sonyclassics.com/foxtrot/,Samuel Maoz,2017,tt6896536,7.4,"1,034"
214,"Dianna Agron, Liana Liberato, Julianne Nicholson, Margaret Qualley",3 wins & 14 nominations.,"$570,409",USA,06 Mar 2018,Margaret Betts,,Drama,English,73,"Set in the early 1960s and during the era of Vatican II, a young woman in training to become a nun struggles with issues of faith, the changing church and sexuality.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5NDQzNTY2MV5BMl5BanBnXkFtZTgwMjgxMTMyMzI@._V1_SX300.jpg,Maven Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",20 Jan 2017,True,123 min,Novitiate,movie,http://sonyclassics.com/novitiate/,Margaret Betts,2017,tt4513316,6.6,777
215,"Bo Huang, Jinglei Xu, Yihong Duan, Zishan Yang",N/A,"$570,992",China,N/A,Leste Chen,,"Mystery, Thriller",Mandarin,N/A,"After undergoing a procedure to erase his memories, a successful author begins having unexplained recollections relating to a series of unsolved murders.",https://images-na.ssl-images-amazon.com/images/M/MV5BOGY3NmIyNGEtOTgwMS00ZDQ4LTkyMWItZjVhMDhkZWE0OWYyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTc5NjI2Mg@@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",28 Apr 2017,True,119 min,Battle of Memories,movie,N/A,Peng Ren,2017,tt5636668,6.6,558
216,"Maryana Spivak, Aleksey Rozin, Matvey Novikov, Marina Vasileva",Nominated for 1 Oscar. Another 17 wins & 28 nominations.,N/A,"Russia, France, Germany, Belgium",N/A,Andrey Zvyagintsev,,Drama,Russian,87,A couple going through a divorce must team up to find their son who has disappeared during one of their bitter arguments.,https://ia.media-imdb.com/images/M/MV5BMzU3ODQ3MzQ5Nl5BMl5BanBnXkFtZTgwMDQwMDIzNDM@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Metacritic', 'Value': '87/100'}]",01 Jun 2017,True,127 min,Loveless,movie,N/A,"Oleg Negin, Andrey Zvyagintsev",2017,tt6304162,7.8,"13,963"
217,"Brady Jandreau, Tim Jandreau, Lilly Jandreau, Cat Clifford",10 wins & 11 nominations.,N/A,USA,N/A,Chloé Zhao,,Drama,English,85,"After suffering a near fatal head injury, a young cowboy undertakes a search for new identity and what it means to be a man in the heartland of America.",https://ia.media-imdb.com/images/M/MV5BMjQ3ODM5MjY2N15BMl5BanBnXkFtZTgwOTU5MjM4NDM@._V1_SX300.jpg,Sony Pictures Classics,R,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",13 Apr 2018,True,104 min,The Rider,movie,http://sonyclassics.com/therider,Chloé Zhao,2017,tt6217608,7.6,335
218,"Aneurin Barnard, Max Irons, Barry Pepper, Tom Austen",3 nominations.,"$557,004",Canada,13 Jun 2017,George Mendeluk,,"Drama, Romance, War","English, Russian",34,"Set in 1930s Ukraine, as Stalin advances the ambitions of communists in the Kremlin, young artist Yuri battles to save his lover Natalka from the Holodomor, the death-by-starvation program that ultimately killed millions of Ukrainians.",https://ia.media-imdb.com/images/M/MV5BMTkwMTczNzUxNV5BMl5BanBnXkFtZTgwNzA4Mjc2MDI@._V1_SX300.jpg,Devil's Harvest Production,R,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",23 Feb 2017,True,103 min,Bitter Harvest,movie,http://www.bitterharvestfilm.com/,"Richard Bachynsky Hoover (screenplay), George Mendeluk (screenplay), Richard Bachynsky Hoover (story)",2017,tt3182620,6.1,"2,518"
